,,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,fluctuation
9,46128,KARJAT RAIGAD,RICEPADDYHUS,2016,JANUARY,1355,2000,4400,3000,2016-01,RAIGAD,MAHARASHTRA,2400
9,46271,KARJAT RAIGAD,RICEPADDYHUS,2016,MARCH,1766,2000,4400,3000,2016-03,RAIGAD,MAHARASHTRA,2400
9,46319,KARJAT RAIGAD,RICEPADDYHUS,2016,MAY,2783,2000,4400,3000,2016-05,RAIGAD,MAHARASHTRA,2400
9,46477,KARJAT RAIGAD,RICEPADDYHUS,2016,SEPTEMBER,1396,2000,4400,3000,2016-09,RAIGAD,MAHARASHTRA,2400
9,45954,KARJAT RAIGAD,RICEPADDYHUS,2015,APRIL,75,2000,4400,3000,2015-04,RAIGAD,MAHARASHTRA,2400
9,46080,KARJAT RAIGAD,RICEPADDYHUS,2015,FEBRUARY,1617,2000,4400,3000,2015-02,RAIGAD,MAHARASHTRA,2400
9,46127,KARJAT RAIGAD,RICEPADDYHUS,2015,JANUARY,1505,2000,4400,3000,2015-01,RAIGAD,MAHARASHTRA,2400
9,46216,KARJAT RAIGAD,RICEPADDYHUS,2015,JUNE,2325,2000,4400,3000,2015-06,RAIGAD,MAHARASHTRA,2400
9,46270,KARJAT RAIGAD,RICEPADDYHUS,2015,MARCH,855,2000,4400,3000,2015-03,RAIGAD,MAHARASHTRA,2400
9,46318,KARJAT RAIGAD,RICEPADDYHUS,2015,MAY,1896,2000,4400,3000,2015-05,RAIGAD,MAHARASHTRA,2400
9,46368,KARJAT RAIGAD,RICEPADDYHUS,2015,NOVEMBER,1070,2000,4400,3000,2015-11,RAIGAD,MAHARASHTRA,2400
9,46411,KARJAT RAIGAD,RICEPADDYHUS,2015,OCTOBER,1475,2000,4400,3000,2015-10,RAIGAD,MAHARASHTRA,2400
9,46476,KARJAT RAIGAD,RICEPADDYHUS,2015,SEPTEMBER,340,2000,4400,3000,2015-09,RAIGAD,MAHARASHTRA,2400
9,31091,UMARED,RICEPADDYHUS,2014,OCTOBER,2698,2000,4400,3200,2014-10,NAGPUR,MAHARASHTRA,2400
9,46035,KARJAT RAIGAD,RICEPADDYHUS,2014,DECEMBER,2569,2000,4400,3000,2014-12,RAIGAD,MAHARASHTRA,2400
9,46367,KARJAT RAIGAD,RICEPADDYHUS,2014,NOVEMBER,2219,2000,4400,3000,2014-11,RAIGAD,MAHARASHTRA,2400
9,46410,KARJAT RAIGAD,RICEPADDYHUS,2014,OCTOBER,2301,2000,4400,3000,2014-10,RAIGAD,MAHARASHTRA,2400
8,16736,SHIRPUR,PIGEON PEA TUR,2016,JANUARY,393,6445,8832,8079,2016-01,DHULE,MAHARASHTRA,2387
9,46528,PEN,RICEPADDYHUS,2016,SEPTEMBER,126,3448,5831,3948,2016-09,RAIGAD,MAHARASHTRA,2383
9,46359,PEN,RICEPADDYHUS,2016,MAY,114,3437,5808,3938,2016-05,RAIGAD,MAHARASHTRA,2371
9,56633,VASAI,RICEPADDYHUS,2016,OCTOBER,3505,1932,4298,2750,2016-10,THANE,MAHARASHTRA,2366
8,51882,KURDWADIMODNIMB,PIGEON PEA TUR,2016,FEBRUARY,73,5329,7686,7108,2016-02,SOLAPUR,MAHARASHTRA,2357
9,55744,VASAI,RICEPADDYHUS,2016,JANUARY,5749,1854,4205,2771,2016-01,THANE,MAHARASHTRA,2351
8,57519,MANGRULPEER,PIGEON PEA TUR,2015,AUGUST,681,7293,9641,9443,2015-08,WASIM,MAHARASHTRA,2348
8,13264,SANGRAMPURVARVATBAKAL,PIGEON PEA TUR,2016,FEBRUARY,1054,5517,7860,7550,2016-02,BULDHANA,MAHARASHTRA,2343
9,60039,AKOLA,RICEPADDYHUS,2016,NOVEMBER,65,3110,5453,4282,2016-11,AKOLA,MAHARASHTRA,2343
14,26588,MUMBAI,SPLIT BLACK GRAM,2016,MAY,13316,14458,16800,15629,2016-05,MUMBAI,MAHARASHTRA,2342
9,45995,KARJAT RAIGAD,RICEPADDYHUS,2015,AUGUST,1495,1951,4290,2941,2015-08,RAIGAD,MAHARASHTRA,2339
8,14437,MALKAPUR,PIGEON PEA TUR,2015,NOVEMBER,86,6554,8892,8373,2015-11,BULDHANA,MAHARASHTRA,2338
9,46464,PEN,RICEPADDYHUS,2016,OCTOBER,90,3411,5747,3904,2016-10,RAIGAD,MAHARASHTRA,2336
9,46036,KARJAT RAIGAD,RICEPADDYHUS,2015,DECEMBER,2165,2000,4336,3045,2015-12,RAIGAD,MAHARASHTRA,2336
9,46174,KARJAT RAIGAD,RICEPADDYHUS,2015,JULY,1535,1975,4286,2938,2015-07,RAIGAD,MAHARASHTRA,2311
8,57048,HINGANGHAT,PIGEON PEA TUR,2016,JANUARY,94455,7100,9406,8425,2016-01,WARDHA,MAHARASHTRA,2306
9,56072,VASAI,RICEPADDYHUS,2016,JUNE,13584,1913,4213,2705,2016-06,THANE,MAHARASHTRA,2300
9,26714,MUMBAI,RICEPADDYHUS,2015,NOVEMBER,680707,4220,6518,5374,2015-11,MUMBAI,MAHARASHTRA,2298
9,46207,PEN,RICEPADDYHUS,2016,JULY,144,3372,5667,3850,2016-07,RAIGAD,MAHARASHTRA,2295
8,13477,SANGRAMPURVARVATBAKAL,PIGEON PEA TUR,2016,JANUARY,2681,6446,8733,8346,2016-01,BULDHANA,MAHARASHTRA,2287
9,55905,VASAI,RICEPADDYHUS,2015,JULY,6125,1738,4024,2656,2015-07,THANE,MAHARASHTRA,2286
8,5266,AKOLA,PIGEON PEA TUR,2015,OCTOBER,1719,8694,10971,10024,2015-10,AKOLA,MAHARASHTRA,2277
8,7918,NANDGAON KHANDESHWAR,PIGEON PEA TUR,2015,SEPTEMBER,675,7169,9441,8301,2015-09,AMARAVATHI,MAHARASHTRA,2272
9,27024,MUMBAI,RICEPADDYHUS,2015,SEPTEMBER,427537,4473,6744,5623,2015-09,MUMBAI,MAHARASHTRA,2271
9,26838,MUMBAI,RICEPADDYHUS,2015,OCTOBER,486210,4143,6412,5277,2015-10,MUMBAI,MAHARASHTRA,2269
8,13831,MALKAPUR,PIGEON PEA TUR,2015,JUNE,8549,5037,7305,6741,2015-06,BULDHANA,MAHARASHTRA,2268
11,44253,INDAPURBHIGWAN,SESAMUM,2015,NOVEMBER,5,6200,8467,7200,2015-11,PUNE,MAHARASHTRA,2267
9,55461,VASAI,RICEPADDYHUS,2015,DECEMBER,5839,1881,4147,2723,2015-12,THANE,MAHARASHTRA,2266
2,29951,KALMESHWAR,COTTON,2016,MAY,31865,4072,6335,4836,2016-05,NAGPUR,MAHARASHTRA,2263
9,62163,VASAI,RICEPADDYHUS,2016,NOVEMBER,4870,2098,4359,2798,2016-11,THANE,MAHARASHTRA,2261
8,57614,RISOD,PIGEON PEA TUR,2015,DECEMBER,19860,7435,9685,8543,2015-12,WASIM,MAHARASHTRA,2250
9,56356,VASAI,RICEPADDYHUS,2015,MAY,1398,1536,3786,2496,2015-05,THANE,MAHARASHTRA,2250
8,38735,MANWAT,PIGEON PEA TUR,2015,AUGUST,80,7533,9782,9153,2015-08,PARBHANI,MAHARASHTRA,2249
8,14709,MEHKAR,PIGEON PEA TUR,2015,OCTOBER,61,7700,9934,8917,2015-10,BULDHANA,MAHARASHTRA,2234
9,55906,VASAI,RICEPADDYHUS,2016,JULY,7225,2096,4328,2787,2016-07,THANE,MAHARASHTRA,2232
8,14279,SANGRAMPUR,PIGEON PEA TUR,2015,MAY,1705,4329,6550,5758,2015-05,BULDHANA,MAHARASHTRA,2221
12,24150,KOLHAPURLAXMIPURI,SORGUMJAWAR,2014,SEPTEMBER,1710,1625,3844,2225,2014-09,KOLHAPUR,MAHARASHTRA,2219
8,5301,BALAPUR,PIGEON PEA TUR,2015,OCTOBER,26,8117,10333,8283,2015-10,AKOLA,MAHARASHTRA,2216
9,56457,VASAI,RICEPADDYHUS,2015,NOVEMBER,6265,1927,4141,2737,2015-11,THANE,MAHARASHTRA,2214
12,24151,KOLHAPURLAXMIPURI,SORGUMJAWAR,2016,SEPTEMBER,910,1950,4155,2414,2016-09,KOLHAPUR,MAHARASHTRA,2205
8,14394,KHAMGAON,PIGEON PEA TUR,2015,NOVEMBER,157,7189,9393,8541,2015-11,BULDHANA,MAHARASHTRA,2204
8,17447,DONDAICHA,PIGEON PEA TUR,2015,SEPTEMBER,3,3100,5300,4100,2015-09,DHULE,MAHARASHTRA,2200
11,41854,INDAPURBHIGWAN,SESAMUM,2015,JANUARY,7,8800,11000,9750,2015-01,PUNE,MAHARASHTRA,2200
9,56823,VASAI,RICEPADDYHUS,2014,SEPTEMBER,510,1600,3800,2200,2014-09,THANE,MAHARASHTRA,2200
12,23951,KOLHAPURLAXMIPURI,SORGUMJAWAR,2014,OCTOBER,100,1700,3900,2300,2014-10,KOLHAPUR,MAHARASHTRA,2200
9,55310,VASAI,RICEPADDYHUS,2015,AUGUST,6196,1906,4093,2749,2015-08,THANE,MAHARASHTRA,2187
8,14734,NANDURA,PIGEON PEA TUR,2015,OCTOBER,161,8831,11015,11015,2015-10,BULDHANA,MAHARASHTRA,2184
9,56071,VASAI,RICEPADDYHUS,2015,JUNE,4896,1691,3866,2551,2015-06,THANE,MAHARASHTRA,2175
11,21000,CHOPDA,SESAMUM,2015,SEPTEMBER,19,5225,7394,6853,2015-09,JALGAON,MAHARASHTRA,2169
9,22923,KOLHAPURLAXMIPURI,RICEPADDYHUS,2015,DECEMBER,6100,2044,4211,3000,2015-12,KOLHAPUR,MAHARASHTRA,2167
8,46994,SANGALI,PIGEON PEA TUR,2016,APRIL,16,7667,9833,9100,2016-04,SANGLI,MAHARASHTRA,2166
11,6689,AMARAWATI,SESAMUM,2015,JUNE,54,8278,10444,9303,2015-06,AMARAVATHI,MAHARASHTRA,2166
12,22814,KOLHAPURLAXMIPURI,SORGUMJAWAR,2016,AUGUST,1325,1748,3906,2488,2016-08,KOLHAPUR,MAHARASHTRA,2158
8,11495,KILLE DHARUR,PIGEON PEA TUR,2015,NOVEMBER,3,7501,9651,9651,2015-11,BEED,MAHARASHTRA,2150
8,13065,SANGRAMPURVARVATBAKAL,PIGEON PEA TUR,2015,DECEMBER,465,6010,8160,7630,2015-12,BULDHANA,MAHARASHTRA,2150
8,54385,MOHOL,PIGEON PEA TUR,2015,OCTOBER,2,4000,6150,4500,2015-10,SOLAPUR,MAHARASHTRA,2150
9,56631,VASAI,RICEPADDYHUS,2014,OCTOBER,1465,1600,3750,2625,2014-10,THANE,MAHARASHTRA,2150
8,11235,MAJALGAON,PIGEON PEA TUR,2016,MARCH,2044,5889,8030,7788,2016-03,BEED,MAHARASHTRA,2141
8,5134,BALAPUR,PIGEON PEA TUR,2015,MAY,1173,4690,6820,5540,2015-05,AKOLA,MAHARASHTRA,2130
9,56632,VASAI,RICEPADDYHUS,2015,OCTOBER,5899,1947,4075,2687,2015-10,THANE,MAHARASHTRA,2128
8,47655,SANGALI,PIGEON PEA TUR,2015,MAY,18,5000,7125,6063,2015-05,SANGLI,MAHARASHTRA,2125
11,20585,PACHORA,SESAMUM,2015,NOVEMBER,153,3775,5900,4838,2015-11,JALGAON,MAHARASHTRA,2125
11,7089,AMARAWATI,SESAMUM,2015,MAY,72,8319,10438,9346,2015-05,AMARAVATHI,MAHARASHTRA,2119
8,5411,BALAPUR,PIGEON PEA TUR,2015,SEPTEMBER,52,5633,7750,7400,2015-09,AKOLA,MAHARASHTRA,2117
8,14236,MALKAPUR,PIGEON PEA TUR,2015,MAY,16842,5169,7286,6730,2015-05,BULDHANA,MAHARASHTRA,2117
9,56824,VASAI,RICEPADDYHUS,2015,SEPTEMBER,6040,1975,4091,2808,2015-09,THANE,MAHARASHTRA,2116
8,10689,MAJALGAON,PIGEON PEA TUR,2016,FEBRUARY,3997,6031,8139,7839,2016-02,BEED,MAHARASHTRA,2108
9,56618,ULHASNAGAR,RICEPADDYHUS,2016,OCTOBER,4696,3364,5470,4509,2016-10,THANE,MAHARASHTRA,2106
8,14995,MEHKAR,PIGEON PEA TUR,2015,SEPTEMBER,268,7167,9269,8306,2015-09,BULDHANA,MAHARASHTRA,2102
8,7565,CHANDUR BAJAR,PIGEON PEA TUR,2015,OCTOBER,234,8000,10100,9182,2015-10,AMARAVATHI,MAHARASHTRA,2100
3,23990,KOLHAPURLAXMIPURI,GRNUT KERNELS,2014,OCTOBER,25,5600,7700,6500,2014-10,KOLHAPUR,MAHARASHTRA,2100
14,25868,MUMBAI,SPLIT BLACK GRAM,2015,DECEMBER,17558,13638,15731,14685,2015-12,MUMBAI,MAHARASHTRA,2093
8,58461,BABHULGAON,PIGEON PEA TUR,2015,AUGUST,1000,7115,9201,8450,2015-08,YEWATMAL,MAHARASHTRA,2086
8,10080,LASUR STATION,PIGEON PEA TUR,2014,SEPTEMBER,237,3951,6036,4230,2014-09,AURANGABAD,MAHARASHTRA,2085
8,10409,MAJALGAON,PIGEON PEA TUR,2015,AUGUST,114,6362,8446,7891,2015-08,BEED,MAHARASHTRA,2084
8,4631,AKOT,PIGEON PEA TUR,2015,DECEMBER,17770,6815,8894,7854,2015-12,AKOLA,MAHARASHTRA,2079
11,58159,KARANJA,SESAMUM,2014,OCTOBER,14,6425,8494,8338,2014-10,WASIM,MAHARASHTRA,2069
8,12610,MALKAPUR,PIGEON PEA TUR,2015,APRIL,10235,4847,6906,6403,2015-04,BULDHANA,MAHARASHTRA,2059
11,5500,AMARAWATI,SESAMUM,2015,APRIL,48,8475,10531,9225,2015-04,AMARAVATHI,MAHARASHTRA,2056
8,57407,HINGANGHAT,PIGEON PEA TUR,2015,SEPTEMBER,1484,7281,9332,8613,2015-09,WARDHA,MAHARASHTRA,2051
8,30275,UMARED,PIGEON PEA TUR,2016,MAY,1023,6217,8262,7692,2016-05,NAGPUR,MAHARASHTRA,2045
8,15318,VARORA,PIGEON PEA TUR,2015,DECEMBER,47,6300,8340,7300,2015-12,CHANDRAPUR,MAHARASHTRA,2040
8,5783,CHANDUR BAJAR,PIGEON PEA TUR,2015,AUGUST,846,6960,8995,8281,2015-08,AMARAVATHI,MAHARASHTRA,2035
12,22921,KOLHAPURLAXMIPURI,SORGUMJAWAR,2015,DECEMBER,4010,1712,3744,2500,2015-12,KOLHAPUR,MAHARASHTRA,2032
8,13782,KHAMGAON,PIGEON PEA TUR,2015,JUNE,13793,5388,7419,6490,2015-06,BULDHANA,MAHARASHTRA,2031
8,27571,UMARED,PIGEON PEA TUR,2016,APRIL,3979,6729,8759,8000,2016-04,NAGPUR,MAHARASHTRA,2030
8,18540,AKHADABALAPUR,PIGEON PEA TUR,2015,OCTOBER,89,5800,7825,6813,2015-10,HINGOLI,MAHARASHTRA,2025
9,30606,UMARED,RICEPADDYHUS,2014,NOVEMBER,2628,2000,4025,3013,2014-11,NAGPUR,MAHARASHTRA,2025
8,6578,CHANDUR BAJAR,PIGEON PEA TUR,2015,JULY,1486,5475,7498,7290,2015-07,AMARAVATHI,MAHARASHTRA,2023
9,59853,UMARED,RICEPADDYHUS,2016,NOVEMBER,1977,2000,4013,3500,2016-11,NAGPUR,MAHARASHTRA,2013
8,12831,NANDURA,PIGEON PEA TUR,2015,AUGUST,773,6967,8980,8976,2015-08,BULDHANA,MAHARASHTRA,2013
12,50817,BARSHIVAIRAG,SORGUMJAWAR,2016,APRIL,6202,1828,3838,2069,2016-04,SOLAPUR,MAHARASHTRA,2010
3,55779,KALYAN,GRNUT KERNELS,2016,JULY,12,6000,8000,7050,2016-07,THANE,MAHARASHTRA,2000
3,56672,KALYAN,GRNUT KERNELS,2016,SEPTEMBER,6,7000,9000,7500,2016-09,THANE,MAHARASHTRA,2000
8,462,PATHARDI,PIGEON PEA TUR,2016,AUGUST,2,4901,6901,5901,2016-08,AHMADNAGAR,MAHARASHTRA,2000
8,47510,SANGALI,PIGEON PEA TUR,2016,JUNE,8,7500,9500,9000,2016-06,SANGLI,MAHARASHTRA,2000
8,47818,SANGALI,PIGEON PEA TUR,2016,OCTOBER,62,6000,8000,7600,2016-10,SANGLI,MAHARASHTRA,2000
11,56674,KALYAN,SESAMUM,2016,SEPTEMBER,6,9000,11000,10000,2016-09,THANE,MAHARASHTRA,2000
8,44691,INDAPURBHIGWAN,PIGEON PEA TUR,2015,OCTOBER,3,4750,6750,6750,2015-10,PUNE,MAHARASHTRA,2000
11,55188,KALYAN,SESAMUM,2015,AUGUST,3,8000,10000,8500,2015-08,THANE,MAHARASHTRA,2000
17,8403,PAITHAN,WHEATHUSKED,2014,DECEMBER,54,1485,3485,1552,2014-12,AURANGABAD,MAHARASHTRA,2000
11,16744,SHIRPUR,SESAMUM,2016,JANUARY,57,3514,5511,4842,2016-01,DHULE,MAHARASHTRA,1997
12,22231,JALNA,SORGUMJAWAR,2014,NOVEMBER,9255,1187,3179,2064,2014-11,JALNA,MAHARASHTRA,1992
14,25628,MUMBAI,SPLIT BLACK GRAM,2016,APRIL,20947,13596,15587,14591,2016-04,MUMBAI,MAHARASHTRA,1991
9,29187,UMARED,RICEPADDYHUS,2016,JULY,1560,2000,3988,3500,2016-07,NAGPUR,MAHARASHTRA,1988
8,12713,CHIKHALI,PIGEON PEA TUR,2015,AUGUST,25,5426,7413,7050,2015-08,BULDHANA,MAHARASHTRA,1987
8,7591,DARYAPUR,PIGEON PEA TUR,2015,OCTOBER,622,8433,10415,9763,2015-10,AMARAVATHI,MAHARASHTRA,1982
8,39044,PATHARI,PIGEON PEA TUR,2016,JANUARY,1636,6641,8618,8298,2016-01,PARBHANI,MAHARASHTRA,1977
9,31093,UMARED,RICEPADDYHUS,2016,OCTOBER,2465,2000,3975,3500,2016-10,NAGPUR,MAHARASHTRA,1975
8,21359,JALNA,PIGEON PEA TUR,2015,AUGUST,418,6529,8501,7826,2015-08,JALNA,MAHARASHTRA,1972
9,55751,BHIVANDI,RICEPADDYHUS,2016,JULY,596883,2190,4157,2940,2016-07,THANE,MAHARASHTRA,1967
8,6402,DARYAPUR,PIGEON PEA TUR,2016,JANUARY,39100,7277,9240,8903,2016-01,AMARAVATHI,MAHARASHTRA,1963
8,28052,NAGPUR,PIGEON PEA TUR,2015,DECEMBER,1707,6993,8951,8468,2015-12,NAGPUR,MAHARASHTRA,1958
9,31524,UMARED,RICEPADDYHUS,2016,SEPTEMBER,1825,2000,3957,3500,2016-09,NAGPUR,MAHARASHTRA,1957
9,23958,KOLHAPURLAXMIPURI,RICEPADDYHUS,2015,OCTOBER,8094,2029,3983,3000,2015-10,KOLHAPUR,MAHARASHTRA,1954
8,58884,YEOTMAL,PIGEON PEA TUR,2016,JANUARY,22461,7285,9236,8383,2016-01,YEWATMAL,MAHARASHTRA,1951
8,22468,PARTUR,PIGEON PEA TUR,2015,OCTOBER,14,7800,9751,9000,2015-10,JALNA,MAHARASHTRA,1951
8,47346,SANGALI,PIGEON PEA TUR,2016,JANUARY,85,7300,9250,8800,2016-01,SANGLI,MAHARASHTRA,1950
11,10853,MAJALGAON,SESAMUM,2016,JANUARY,16,4967,6917,6394,2016-01,BEED,MAHARASHTRA,1950
11,44702,INDAPURBHIGWAN,SESAMUM,2015,OCTOBER,2,5300,7250,6300,2015-10,PUNE,MAHARASHTRA,1950
14,26470,MUMBAI,SPLIT BLACK GRAM,2016,MARCH,18563,12483,14426,13454,2016-03,MUMBAI,MAHARASHTRA,1943
8,13622,MALKAPUR,PIGEON PEA TUR,2015,JULY,2918,5525,7468,6767,2015-07,BULDHANA,MAHARASHTRA,1943
9,27867,UMARED,RICEPADDYHUS,2016,AUGUST,1010,2033,3975,3483,2016-08,NAGPUR,MAHARASHTRA,1942
8,13535,CHIKHALI,PIGEON PEA TUR,2015,JULY,194,5253,7191,6895,2015-07,BULDHANA,MAHARASHTRA,1938
14,25986,MUMBAI,SPLIT BLACK GRAM,2016,FEBRUARY,13692,12746,14683,13715,2016-02,MUMBAI,MAHARASHTRA,1937
11,6491,AMARAWATI,SESAMUM,2015,JULY,24,8188,10125,8683,2015-07,AMARAVATHI,MAHARASHTRA,1937
8,7845,CHANDUR BAJAR,PIGEON PEA TUR,2015,SEPTEMBER,92,7500,9433,9293,2015-09,AMARAVATHI,MAHARASHTRA,1933
11,56673,KALYAN,SESAMUM,2015,SEPTEMBER,9,9667,11600,10667,2015-09,THANE,MAHARASHTRA,1933
17,56627,VASAI,WHEATHUSKED,2014,OCTOBER,920,1467,3400,2233,2014-10,THANE,MAHARASHTRA,1933
8,4618,AKOLA,PIGEON PEA TUR,2015,DECEMBER,23292,8133,10061,9307,2015-12,AKOLA,MAHARASHTRA,1928
8,4716,BALAPUR,PIGEON PEA TUR,2016,FEBRUARY,1866,6050,7975,7700,2016-02,AKOLA,MAHARASHTRA,1925
8,4982,BALAPUR,PIGEON PEA TUR,2015,JUNE,479,5075,7000,7000,2015-06,AKOLA,MAHARASHTRA,1925
8,12542,CHIKHALI,PIGEON PEA TUR,2016,APRIL,4724,7104,9027,8062,2016-04,BULDHANA,MAHARASHTRA,1923
8,12989,LONAR,PIGEON PEA TUR,2015,DECEMBER,12483,7590,9511,8588,2015-12,BULDHANA,MAHARASHTRA,1921
9,56341,ULHASNAGAR,RICEPADDYHUS,2016,MAY,7275,3500,5419,4430,2016-05,THANE,MAHARASHTRA,1919
9,29526,UMARED,RICEPADDYHUS,2016,JUNE,3292,2000,3917,3344,2016-06,NAGPUR,MAHARASHTRA,1917
8,56943,PULGAON,PIGEON PEA TUR,2015,DECEMBER,159,6167,8084,7383,2015-12,WARDHA,MAHARASHTRA,1917
9,56825,VASAI,RICEPADDYHUS,2016,SEPTEMBER,6027,2100,4003,2699,2016-09,THANE,MAHARASHTRA,1903
8,38717,JINTUR,PIGEON PEA TUR,2015,AUGUST,58,6521,8423,7780,2015-08,PARBHANI,MAHARASHTRA,1902
3,23048,KOLHAPURLAXMIPURI,GRNUT KERNELS,2016,FEBRUARY,442,6500,8400,7942,2016-02,KOLHAPUR,MAHARASHTRA,1900
8,8920,SILLODBHARADI,PIGEON PEA TUR,2016,JULY,3,6000,7900,7100,2016-07,AURANGABAD,MAHARASHTRA,1900
8,14089,SANGRAMPUR,PIGEON PEA TUR,2016,MARCH,39,5500,7400,7200,2016-03,BULDHANA,MAHARASHTRA,1900
8,59506,MAHAGAON,PIGEON PEA TUR,2016,OCTOBER,60,5600,7500,6500,2016-10,YEWATMAL,MAHARASHTRA,1900
12,44188,INDAPUR,SORGUMJAWAR,2014,NOVEMBER,71,1100,3000,2251,2014-11,PUNE,MAHARASHTRA,1900
8,37036,PARANDA,PIGEON PEA TUR,2016,APRIL,22,6540,8420,7910,2016-04,OSMANABAD,MAHARASHTRA,1880
8,19457,PACHORA,PIGEON PEA TUR,2016,FEBRUARY,360,5888,7767,7367,2016-02,JALGAON,MAHARASHTRA,1879
8,10276,MAJALGAON,PIGEON PEA TUR,2015,APRIL,983,4550,6424,6003,2015-04,BEED,MAHARASHTRA,1874
8,50876,KURDWADIMODNIMB,PIGEON PEA TUR,2015,APRIL,30,3804,5678,4900,2015-04,SOLAPUR,MAHARASHTRA,1874
8,25302,AHMEDPUR,PIGEON PEA TUR,2015,OCTOBER,57,8805,10678,10678,2015-10,LATUR,MAHARASHTRA,1873
8,13319,CHIKHALI,PIGEON PEA TUR,2016,JANUARY,16683,7288,9158,8204,2016-01,BULDHANA,MAHARASHTRA,1870
9,46487,MANGAONBHADAV,RICEPADDYHUS,2016,SEPTEMBER,307,1854,3723,2792,2016-09,RAIGAD,MAHARASHTRA,1869
9,55173,KALYAN,RICEPADDYHUS,2016,AUGUST,42,2393,4261,3405,2016-08,THANE,MAHARASHTRA,1868
8,14880,JALGAON JAMODAASALGAON,PIGEON PEA TUR,2015,SEPTEMBER,201,7067,8933,8000,2015-09,BULDHANA,MAHARASHTRA,1866
8,11372,MAJALGAON,PIGEON PEA TUR,2015,MAY,545,5177,7042,6656,2015-05,BEED,MAHARASHTRA,1865
8,56890,SINDI SELU,PIGEON PEA TUR,2016,APRIL,1367,7270,9134,8375,2016-04,WARDHA,MAHARASHTRA,1864
8,14088,SANGRAMPUR,PIGEON PEA TUR,2015,MARCH,1031,3855,5718,5073,2015-03,BULDHANA,MAHARASHTRA,1863
8,5967,CHANDUR BAJAR,PIGEON PEA TUR,2015,DECEMBER,3109,7214,9076,8521,2015-12,AMARAVATHI,MAHARASHTRA,1862
8,14192,KHAMGAON,PIGEON PEA TUR,2015,MAY,28292,5459,7314,6386,2015-05,BULDHANA,MAHARASHTRA,1855
8,56901,HINGANGHAT,PIGEON PEA TUR,2015,AUGUST,3773,7011,8866,8411,2015-08,WARDHA,MAHARASHTRA,1855
9,62212,ULHASNAGAR,RICEPADDYHUS,2016,NOVEMBER,4585,3459,5313,4413,2016-11,THANE,MAHARASHTRA,1854
8,24519,LATUR,PIGEON PEA TUR,2015,DECEMBER,43853,8906,10760,10167,2015-12,LATUR,MAHARASHTRA,1854
9,55930,KALYAN,RICEPADDYHUS,2015,JUNE,30,2680,4530,3605,2015-06,THANE,MAHARASHTRA,1850
8,7182,DARYAPUR,PIGEON PEA TUR,2016,MAY,10193,6902,8750,8556,2016-05,AMARAVATHI,MAHARASHTRA,1848
8,22397,JALNA,PIGEON PEA TUR,2015,OCTOBER,111,8587,10432,9707,2015-10,JALNA,MAHARASHTRA,1845
8,57578,KARANJA,PIGEON PEA TUR,2015,DECEMBER,23570,8099,9944,9013,2015-12,WASIM,MAHARASHTRA,1845
14,26346,MUMBAI,SPLIT BLACK GRAM,2016,JUNE,15776,14404,16248,15326,2016-06,MUMBAI,MAHARASHTRA,1844
9,30264,UMARED,RICEPADDYHUS,2016,MAY,945,2000,3840,3360,2016-05,NAGPUR,MAHARASHTRA,1840
8,4488,BALAPUR,PIGEON PEA TUR,2015,APRIL,1499,4350,6188,5588,2015-04,AKOLA,MAHARASHTRA,1838
8,11234,MAJALGAON,PIGEON PEA TUR,2015,MARCH,1603,4289,6127,5728,2015-03,BEED,MAHARASHTRA,1838
11,10561,MAJALGAON,SESAMUM,2014,DECEMBER,25,9254,11088,10169,2014-12,BEED,MAHARASHTRA,1834
3,55187,KALYAN,GRNUT KERNELS,2016,AUGUST,18,6667,8500,7617,2016-08,THANE,MAHARASHTRA,1833
8,57357,HINGANGHAT,PIGEON PEA TUR,2015,OCTOBER,665,8690,10522,9952,2015-10,WARDHA,MAHARASHTRA,1832
8,16955,DHULE,PIGEON PEA TUR,2016,MARCH,117,5524,7355,7011,2016-03,DHULE,MAHARASHTRA,1831
13,26341,MUMBAI,SPILT GERRN GRAM,2015,JUNE,22641,9185,11015,10060,2015-06,MUMBAI,MAHARASHTRA,1830
8,25554,LATUR,PIGEON PEA TUR,2015,SEPTEMBER,2866,8792,10618,9871,2015-09,LATUR,MAHARASHTRA,1826
8,7668,VARUDRAJURA BAZAR,PIGEON PEA TUR,2016,OCTOBER,71,5851,7676,6126,2016-10,AMARAVATHI,MAHARASHTRA,1825
9,55765,KALYAN,RICEPADDYHUS,2016,JULY,36,2525,4350,3504,2016-07,THANE,MAHARASHTRA,1825
9,56659,KALYAN,RICEPADDYHUS,2016,SEPTEMBER,27,2089,3911,3167,2016-09,THANE,MAHARASHTRA,1822
8,14493,SANGRAMPURVARVATBAKAL,PIGEON PEA TUR,2015,NOVEMBER,14,5964,7786,7229,2015-11,BULDHANA,MAHARASHTRA,1822
8,39181,MANWAT,PIGEON PEA TUR,2015,JUNE,51,5067,6889,6484,2015-06,PARBHANI,MAHARASHTRA,1822
9,46423,MANGAONBHADAV,RICEPADDYHUS,2016,OCTOBER,418,1811,3631,2747,2016-10,RAIGAD,MAHARASHTRA,1820
9,55580,BHIVANDI,RICEPADDYHUS,2016,JANUARY,1956,2375,4195,3324,2016-01,THANE,MAHARASHTRA,1820
